category	text
unknown_state 	 Mohal lal aa filmil thovinone kaanunne polum illaa...aa filmil mohanlalinde aniyanaanh...yendh aniyan...prrrrr...kaanunne poolum illaa
Negative 	 Prithiraje than ee pani nirthiko enthon kopile padamado
Positive 	 Njagade lalettanum manju  chechiyum kolamass jodi annu.
unknown_state 	 Pakka Antichrist dejjal team movie  Illuminati member lal & raj  Lal ne sradicho keralam avarude kaikalil povathirikkan
not-malayalam 	 Hit like if you are lalettan's fan
Mixed_feelings 	 Padam Kandu....Oru Tamil Padam Kanda feel....Orupadu prethikshichu...Oru one man show and prithviraj etra tazhan patummo atrem tannnu
Positive 	 LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA
Negative 	 Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....
unknown_state 	 Lucifer rajaudea appan ayyi varum ennu thoonunavar like adeee
unknown_state 	 Telugu trailor kandit ithu kandavar aarelumundo.. ?
unknown_state 	 edile chela police ne evideyo kandapole   vijayan sarkare anno
unknown_state 	 Muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik.
not-malayalam 	 DETAILED REVIEW - ENDING EXPLAINED
unknown_state 	 8.5 M  10 M Aavatte
unknown_state 	 Cinema kandathinu shesham trailer kanunna arelum ondo
unknown_state 	 Vivek Oberoikku best villainte award koduthillengilanu!
unknown_state 	 Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide
Mixed_feelings 	 Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa
Mixed_feelings 	 Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa
not-malayalam 	 Awesome movie.....best movie so far in 2019
Positive 	 100cr club keriyathinu sesham trailer kandavar undo
Positive 	 10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam
Positive 	 100 kodi clubil kayariyathinu shesham arokke vannu
Positive 	 10M VIEW  AKKAN TRY CHEYYUNNAVAR LIKE ADI
Positive 	 Padam 100 cr kayariyathinu shesham kanunnavarundo
Positive 	 100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ
Positive 	 Polich  .   Best film in 2019
unknown_state 	 Tovino kku Rahul Gandhi ayitt similarity thonniyo...
not-malayalam 	 open for online job for students
unknown_state 	 Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?
Negative 	 Ee Padam odiyan Kandu niraasaeaya fansinte thallal aanennum Lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls.
unknown_state 	 luciferinte ariyepadathe 26 varsham kgf mayittu cherthu our pan india padam edukannavar hit like
unknown_state 	 ennum ravile trailer kaanan vendi ezhunelkkunnavr ivde
Negative 	 ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a
Positive 	 Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam
unknown_state 	 Illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon
unknown_state 	 Cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano?
not-malayalam 	 Intha trailer ah pathutu nama  thala ajith yabagam vanthavangala like podunga..
unknown_state 	 Ee Saturday Padam  Kodi.  10 days = 100 crore
Negative 	 ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5
unknown_state 	 Padam kandu.. ennittum veendum tralier kaanan thonunnu.....
not-malayalam 	 Hit like if you are after Madhura Raja trailer??
unknown_state 	 Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi
not-malayalam 	 April 12 Again   L.....
Positive 	 Padam kndit vndum trailer kanumpo veror feel
not-malayalam 	 Madhura raja trailer or lucifer trailer.... 🤗🤗
unknown_state 	 0.40 il entha ella Indian flags um talakuthi vechirikkunne ?
Negative 	 E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam
not-malayalam 	 ز   ن ٍّ. ً
unknown_state 	 Madura raaja trailer kanditt ivide vannavar likuuu
unknown_state 	 Madhuraraja trailer Kand ivide vannanvar likkeee
Positive 	 Kidu trailar....lalettan king of Indian cinima..
unknown_state 	 Madhurarajaykku LUCIFER inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer
unknown_state 	 Maduraraja trailer erangiyapo  veendum kaanan  vannavar undel evide likiko
unknown_state 	 policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?
unknown_state 	 Rajappanod pokan para....njangalkku njangade stephen chettan undallo
unknown_state 	 MaduraRaja Trailer kandathinu shesham vannavar undo?
unknown_state 	 madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!
unknown_state 	 Madhuraraaja trailer kandu evide vannavar like🥰🥰🥰🥰
Positive 	 1:50 nu sesham trailer vere levelilek aan pokunnath
unknown_state 	 Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! 🤯
not-malayalam 	 Hindi me kabhi aayega trailer and movie
unknown_state 	 Aunty odi nadannu kanji koduppaanu pani
unknown_state 	 movie kandid veedum trailer kanunnavar undo
unknown_state 	 Lucifer mass dialogues Ellam onnu comment cheyammo
Positive 	 Maranamass  lalettan kasari ini March 28 vare waitchayyanamallo
Positive 	 Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum
Positive 	 Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot
Positive 	 Prithvi massaa.. Ettan maranamass.... Lucifer  thakarkumm  parishauda annee poyi njan cinema kannom
Positive 	 Ambooo  Ettan kidu acting  Raju Ettan poli making
Positive 	 id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)
unknown_state 	 Ith kgf poolee kadhaparachilanooo by indhrajith
Positive 	 laletta polliku full support annu
Positive 	 Rajuvetta ningal maranmass love you oru great success avate....
Negative 	 As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo
Positive 	 Pwli trailer
Positive 	 Marana mass pwolichu kolakollii.... Kidu... No words to express
Positive 	 Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan
Positive 	 vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...
Positive 	 35 minutes...watched 5 more times...Stephen nedumpalliyude kalikalkku waiting...
not-malayalam 	 I'm from karnataka but I hate kannada language
Positive 	 Nthayalum ethil ninnu oru karyam manasilayi.....prithvirajinu pani ariyam.....varan ponath oru onnonnara  mothalaaaa
Positive 	 Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice
Positive 	 Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...
Positive 	 Ente ponnanna..... Ente jeevane.... Lalettaaaaaa... Ummaaaah
Mixed_feelings 	 Amitha pratheesha vekunila anyway katta waiting #L
Positive 	 Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!
Positive 	 Dislike adikaan vendi vannathaa.. pakshe.. #LUCIFAR ith pwoliKum... all d bzttt... by ikkaa_Faan🤩
Positive 	 sadha pichaththi mudhal rocket launcher vere und..  rajuvettan enna summava
Positive 	 lalettan ..vere levelaanu .  massss....🤩🤩🤩
unknown_state 	 Ee trailer kandapo KGF ormavanavar  adikk...
unknown_state 	 Ward membareeee kandittille vaa 28 nu theatril vaa
Negative 	 Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty
unknown_state 	 Mammookka fans inu like adikkan ulla comment
unknown_state 	 #illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated
Positive 	 Padam clss ann വേറെ level ayirikum
Positive 	 Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu
Positive 	 entta ponno vara level  katta waiting
Positive 	 Chunk alla chunk edippaaanu laalleettaaan
Negative 	 eth 14k alavalathikal aanu dislike adichath
Positive 	 Onnum.. Parayaan.. Illaa... Leavl... Levalll...
Positive 	 Pakka trailer. Rajuvettan Brilliance. Lalettante all time best character aavum.. luv u laletta
Positive 	 Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan
Positive 	 Ente ammo marranam maasss alla kollaa maasss aannuuu lallettan  Ithu pollikum
Positive 	 Lalettane konde pattu super script aayirikum
unknown_state 	 1:35 aa purakil nikkunnath prithviraj aano
Positive 	 enthe ponno enna lookkada mmmde eattan
Positive 	 lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........
Positive 	 Ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.
Positive 	 lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla
unknown_state 	 hindhukalk avan hanuman Muslimnu suleeman kristhinsnu   sudappi
Positive 	 KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU
Positive 	 ഏട്ടൻ വേറെ levelaaa
Positive 	 Kiduvo kidu.... .. onnum parayan illaa ...
Positive 	 Ente prithvi anaa engalee polikumm ...romanjamm
Positive 	 3 MINUTES MARANAMASS TRAILER  KATTA WAITING......  MANJU MASS LALETTAN MARANA KOLAMASS
Positive 	 Prithvirajinu .. thettilla.....lucifer  god luck.
Positive 	 Lalettanu Thulayam malayalam film industry yil Latten mathram...
Positive 	 Mammootty fans polum like adichu pokum adaru trailer
Positive 	 Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam
Positive 	 Ithu vere level aane makkale.
Mixed_feelings 	 Athikam eduthu kayatti vekkenda....direction kke kattakku undu...pakshe kadha aa mulai gopiyude aanu....TIYAAN okke kandittille....
unknown_state 	 yeshu das saarinte oru song ithil pratheekshikkaavo
unknown_state 	 Best actor movie pole feel ayavar like ADI
not-malayalam 	 Whish you happy birthday mammookka. .
Mixed_feelings 	 trailer kandite Padam oru average poleyann
not-malayalam 	 Happy birthday  day my mammookka
not-malayalam 	 hpy brthday mammookka 68 old young man
unknown_state 	 Pazaya nadanmmar kure per undallo
Positive 	 Mamookka happy birthday......Eee prayathilum enna oru energyaaaa
Positive 	 Happy birthday  ikka movie polkikum....
Mixed_feelings 	 Ith orumathiri padam akum allenki kando
not-malayalam 	 Happiee bappiee Ba day Mammookaa... luv u young legend..
Negative 	 Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk
Positive 	 King ikkak  68 nta youth laak swa swagtam
Negative 	 271 dislike ara adichethennu ivide ellarkkumariyaam
Positive 	 Mammokka ponnikka happy birthday  love you
Positive 	 HAPPY BIRTHDAY IKKKAAAAAAA  LOVE YOU IKKKAAAAAAAAA
Positive 	 Happy birthday mammokka  Trailer kidu padam thakarkkum
Positive 	 Nalla comedy movie aanenn thonnunnu....katta waiting🤗
Positive 	 Nannayi varatte . Manassil niranja Ashamsakal
not-malayalam 	 Happy birthday mammookkka... Love you sooooo much
Negative 	 Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale
Mixed_feelings 	 Next pullikaran stara or uncle loading 🤭
not-malayalam 	 Happy birth day. Dear megastar mamookkaa
Positive 	 Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka
not-malayalam 	 Happy happy happy happy birthday ikkaaaaa...clean entertainer loading
unknown_state 	 10sec nice ayittu lalettanittoru nice panikoduthu
not-malayalam 	 Once king is always king mammookka
not-malayalam 	 Seems to be an interesting movie ikka
Mixed_feelings 	 (Ningal ee stagil keritt Chund anakkunnath ariyathavar aara) enthoo arkoo thangiya Pole thoniyath enikk mathramanoo
unknown_state 	 Enna friendship daykku oru cake vaangichu kodukku...
Positive 	 ikka mass alle.lalettan fAns kude ondu
not-malayalam 	 Happy to see Manoj k jayan back
Positive 	 Ikkka   ika.....  WaitiN mamanGam
Mixed_feelings 	 pullikkan stara pole undu trailer..powlikkane pisharadi eatta...thank you
not-malayalam 	 Happy birthday megastar mamookka  once king is always king
unknown_state 	 Id kanditt bestt actor movie ormma vanna arenkilum undoo
Positive 	 Duper hit aavatte  Mammookka
Positive 	 68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..
Positive 	 Malayalathinte evergreen yuthan pirannal aashamsakal Mammokka uyirrr
unknown_state 	 Enna friendship day ku oru cake vangich kodk
Negative 	 Aa myran sohan seenu lal veendum mammookka yude koode koodiyallo padachone...
Positive 	 Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....
not-malayalam 	 #HAPPY BIRTHDAY   |  SULTHAN OF MALAYALAM CINEMA | #MAMMOOKKA
unknown_state 	 kaanunnathinte oppam comment vaayikkan Vanna njaaan
unknown_state 	 68 vayassunden oke paranj ingane pattikkale en parayanam sire....
Positive 	 Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum
Positive 	 Oru best actor manakkunnu....happy birthday chunk ikkaaaa
Positive 	 Ilka polichuu  pishu  padam polikuma
not-malayalam 	 Happy birthday to you mammookka
Positive 	 Happy big day ഇക്കാ  Love you.....
Mixed_feelings 	 Friendship dayikk oru cake medichu kodukk #fresh fresh...
unknown_state 	 മമ്മൂക്ക Birthday  Ethrem neram nokki ninnu.
unknown_state 	 Do panjavarna tatha kandu karajhatha vendum karayipiko ?
Positive 	 Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..
not-malayalam 	 happy birthday mamookaaa.  good feeel trailer
Positive 	 Trailer kalaki ente ponnikkake happy birthday
Positive 	 12:00 pidich ninn eni sugayitt kidann uranga  eni release n vendi iam waiting
unknown_state 	 Padam Hit aakum ennu urapullavar Adi
not-malayalam 	 happy birthday to my idol mamookka! luv u ikka
not-malayalam 	 I'm wishing long Young Life to mammokka
Positive 	 Wow... Extraordinary trailer.. Eanna acting aanu ippolum njangada ikka.. Kode ninnavar palarum kali marannu tudangi ikka.. Muttanu.
Mixed_feelings 	 Sound l endo oru mistake ulla pole thonni...  Enikk matram ano??!!
Positive 	 Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩
not-malayalam 	 Happy Birthday Ikkaa....
Positive 	 Oru like enikkum tharuo.....ikka uyir.love u ikka
unknown_state 	 Ikkakk Happy birthday parayan vannavarr adikk makkale like
not-malayalam 	 Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting
Negative 	 ingerum verum myran aan padukilavan mammooty myran
Positive 	 Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra
not-malayalam 	 Happy bday Mega Star Mam mookkaaaaa
unknown_state 	 Ikka Ishtam  Ikka Fans oru like
Positive 	 Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka
not-malayalam 	 HAPPY BIRTHDAY     MAMMOOKKA......
not-malayalam 	 48 years of legacy 🥰 Happy birthday mammookaaa🥰🥰
unknown_state 	 Trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക്‌ adi
not-malayalam 	 HBD one and only ikka ikka fans like addi
Positive 	 Happy birthday ikka   Happy birthday ikka Happy birthday ikka
Positive 	 Heavy trailer uff 0:14 bgm and ikkante performence
unknown_state 	 Ikka katta  fans like addiche pinne ente channel onnu sub cheyyu
not-malayalam 	 HBD Mammookkaaa Forever His Fan Girl I am!! Muaaaahhhh
Positive 	 Happy b dy ikka  malappuram ikka fans like adikk
Positive 	 7 minute kond 8.3 k view🤩
Positive 	 Immanuvel pokan pokunna item kikidu hbd mammokka
not-malayalam 	 Happy B Day MY Dear Mammookka
unknown_state 	 Trailer nu vendi ithreyum kathirunnavar arokke
unknown_state 	 Veruthe oru like enikkum thanne    Hbd ikka
Positive 	 Trailer kanditu mammooka veendum karayipikum ennu thonunu
Positive 	 H b d mammokkka.... Best actor ooormavannavar ndoo.....
Positive 	 Hpy bdya ma lovely ikka
Positive 	 E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam
Positive 	 Ikka mwuthe happy birthday   lub u
not-malayalam 	 Happy  Birthday  Mammookka
not-malayalam 	 HappY Birthday One an Only Mammookkkaaa 🥰
Positive 	 Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody
Positive 	 Happy b day ikkaaaaurangathe ethinayi waiting arnu
Positive 	 Happy Birthday Mammookka  Katta ikka fans like adichu polikk
not-malayalam 	 Mammuka fans wish here  Happy birthday mammukaaa
not-malayalam 	 A like like to sorry to god     (y)  -_-
not-malayalam 	 Pls forgive me 🥺🥺
Positive 	 Ayippan poli an muthe ni an muthe hero ayappan fans like
Positive 	 Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka
Positive 	 Mass entry ekka
unknown_state 	 Ithil mammukka guest roll aanenn ethre perkk ariyaam
unknown_state 	 Mammukkante introkku വേണ്ടി wait cheidhavar like adiii
unknown_state 	 Mammootty apol guest role ann alle
Negative 	 Mammootty nalla cinemakal vittu pinnem mass floppukalilekku pokanallo! Mayiru....
Positive 	 Poli...... By  A ikka fan
Negative 	 enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann
Positive 	 ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan  full suspence...
unknown_state 	 Athoru valya kathaya Mone paranju thudangiyaal oru 10-30kollathe charithram parayendivarum
Positive 	 trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonnnn!!!!
unknown_state 	 Can yaman ne orma vannath enik maathraamaano???
Positive 	 Aravindraj rs.(govt:model bhss thycaud
Mixed_feelings 	 kandidte oru shogam padam akuna thonathe parayan patula mamooty prithviraj okke inde
unknown_state 	 Mammookka athirappalli vellachattathinte munbiloode nadannu pokumbole romancham vannavar like adi
Positive 	 No way man ikkaaaa next hit
Positive 	 Polikum Avasanathe aa varavu ho  Romancham ikka
Positive 	 Nalla polippan school life kanam katta waiting for you Mammukka
unknown_state 	 0:53 il prithirajije kandavar adi like
unknown_state 	 Appo nayakan mammukka alley.....e piller aaaana
unknown_state 	 Prthwiraj  and ikka fans like here
not-malayalam 	 Mammoookkkaaaa u r a kingdom
not-malayalam 	 Uff... again....AGE IS JUST A NUMBER #Mammukka
not-malayalam 	 00.52..rajuetta cute
unknown_state 	 Nostalgia valiyoru marketing product aanu
not-malayalam 	 Pritviraj..mammukka... Once again   pokkiriraja experience...
Positive 	 Ente ponnikka ingal enna monj aane
Positive 	 Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam
unknown_state 	 Model schl makkal indel like adik model da
unknown_state 	 Mammooka fans vedipooram .. vanne .. Adi like makkale
unknown_state 	 Ee movi okke vere bashayilum irakanam endaan vecchaal nan karnataka aan ividethe dubba movi vare Bere languagil irakunn
Positive 	 Vere level trailer and bgm  ikka look powlii
Positive 	 Adi kapyare koottamani.....box office chattu....mammooka konnu....
Positive 	 Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk
unknown_state 	 Ennikku aa 30 kollatte charithram ketta matiye....
Positive 	 angana pritviye kanan 5 july
not-malayalam 	 Mommookka mass entry....        By a lalettan bhakthan....
unknown_state 	 Ellarum sradhicho ennariyilla pakshe enikk ee trailer adichappol 10 same trailers vannu ithokke aarude paniyaa
Positive 	 Oru rakshayilla pwoli Ikka n Ikkade dialogue vere level
Positive 	 Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting
unknown_state 	 Trailer kande oru pidium illatha aralum
Positive 	 FDFS.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩
unknown_state 	 ThazheVettoor Government school Varkala ullavar aarenkilum undenkiluu koduuu LIKE adiii
Positive 	 Aiwaaa... aaa last scene.... ente ponney ejjaathi trailer
Positive 	 Ntammo ikka pwolichu  Padam kidu Aayirikkum
unknown_state 	 Onnum parayanilla... Pinnem pinnem kandavar like adikk ....
Positive 	 Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting
Negative 	 Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath
not-malayalam 	 Mohanlal fans hit like   #*Love from telugu fans*
unknown_state 	 Prthwiraj ulla karyam twist ayi poyi
unknown_state 	 Ayyyooo ika ithil gust roll aanooo
Positive 	 Trailer pollichu Last seen repeat adichukandavar like adikk
Positive 	 Mammmukkkkaa pwoly ! Bike stunt isto undegil vaa makkkle nammle chanlot !
Positive 	 Mamookaa look... oru rakshayum ellaa...
Positive 	 Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu
Positive 	 Nice Trailer.  Orupadu New Young Stars Mammookka movies vazhi Prekshaka Sradha aakarshikkappedum ennu thonnunnu.  All The Best
Positive 	 Ejjathi MASS  Romanjam  mammookka
unknown_state 	 Mammooty last 15mnt ulu e filmil
unknown_state 	 Mammuka Massan parayunavar like cheyyuga
not-malayalam 	 suprrbbbbb  shankar sir. you are an aset to malayalam cinema
Positive 	 lalettan faana big fan ennalum ikkanem ishtaa we r waitting
unknown_state 	 Makkale onnum nokkanda ninghal vanna bakkam enna 1:54
not-malayalam 	 Love megastar mammookka as jhon abraham palakkal
unknown_state 	 Like adi   kandu maduthavar like adi
unknown_state 	 Ikka fans undenghil ente page onn subscribe plz
unknown_state 	 namada channel suscribe cheyyooo ikkate valya aradhakan aneee
Mixed_feelings 	 Mammoka varunathu mathram kollam bakki short film polundu
unknown_state 	 10 _ 30  poora..readkm 10_ 60 allleeee...
Positive 	 ikka and rajuettan... uff goose bumps
Positive 	 Last scene kalakki.... Can't wait to watch
unknown_state 	 Adutha masterpiece aavum mammookkayude  പ്രിത്വി
Positive 	 Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...
Positive 	 Enta mone ikka vere level   Lalettan fansinte abhivadyangal
Mixed_feelings 	 Aaah kollam ithanalle school kuttikal... Kandalum thonnum
Positive 	 Uffffff.. mammookkkaaaa.... love youuuu...  massssss... katta waitingggg
unknown_state 	 Mammooka - rajuettam combo kaanan aaroke kaathirikunund???
Positive 	 Ikka ki jai powli trailer onum parayan ella super masss
Positive 	 Mammoka karanjal sahikkathavar indo..valsalyam
Positive 	 Mammotiyude look divasam kudunthorum kodi varikayannallo
unknown_state 	 Entammmoooo... Lalettaaannn fan here.......... Hnmmmmmm......  Ithu Pani aano???
Negative 	 charithram onnum parayanda mammunniyalle Ella malayalikalkkumariyam kuninjoru paniyum cheyyathillennu
Positive 	 Mamooka Polichu  Oru Rakshyumilla Mass
not-malayalam 	 IKKA and ITTHA fans like here
unknown_state 	 FIRST LOOK POSTER VACH NJAN OOHICHADHINEEKKAAL..... “18 PADI” MUNNIL......
Positive 	 Ee Aduth Kandathil Veach.... Kidilan Trailer....  Ikka....Padam Pwolikum
unknown_state 	 Panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi ....Pinne joraa
Positive 	 Uff mwonr kinnam kaachya item
unknown_state 	 Govt school pillar ku like adikkan ulla place
Positive 	 rajuvettan lalletan hit kazingi ini rajuvettan mammoka hit rajuvettan ishtam🥰
Positive 	 Anganey avasaanam malayalathilum oru vedikkettu trailer irangi
unknown_state 	 Model schoolil padichavar ivide like adi🥰🥰
unknown_state 	 Mammukka ye kandathinu shesham veendum onnu aadyam thottu kandu nokki.. Athil aara mammokka enu ariyan?! 🤣
Positive 	 Itu polikkum ithu polikkum Eppo polichennu chodicha mathi
Negative 	 740 kuru potti
Positive 	 Ikka  Mollywood King  uyir
Positive 	 ഇജ്ജാതി BGM..  Power Full Mass Entertainer Loading......
not-malayalam 	 Unni Mukundan fans like here
Negative 	 Guest role aanu ..athinu eni valiya thallu venda....
unknown_state 	 AKSHAY P R  bhavi #nadan nammada #chunck 0:21
unknown_state 	 Dulkar:umme ikkayoude unda potti Umma: enne alla
Mixed_feelings 	 Now 5.2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo  Andha bayam irukkanam
Negative 	 Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram
Positive 	 Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗
unknown_state 	 trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche...
unknown_state 	 Lalletan fans ellarum like adich power kanikke
Negative 	 Pooram kaanathe dislike adichavarkk  #naduviral pranaamam
not-malayalam 	 Mohanlal Fans & Prithviraj Fans Like Here
unknown_state 	 Rajuettan fans undengill like adi makkalee
unknown_state 	 L U C I F E R
Negative 	 Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund
Negative 	 Poi chav Madura raja illalpo oruthnm thalla pokkula
unknown_state 	 Like ethrayayee enu nokan  vanavark special like adikanula stalam...
Positive 	 Late aayi vannalum latest aayi varananu A10 nu istam latest aayi tanne varum  Lalettan
Negative 	 Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram
Positive 	 Odiyan trailer nakalum katta waiting Lucifer
not-malayalam 	 My lalatta aaaaaaàa IAM waiting
Negative 	 Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.
unknown_state 	 Lucifer trailer enne vandi wait chayunnavr like
Positive 	 You tube 6 mani thottu hanging aanu ethum koodi aavumbol YouTube pottitherikkumo
not-malayalam 	 WAITING FOR RAJU ETTAN AND LALETTAN CONBO
Negative 	 Ijjathi kuru trailer releaseinu mumbe ikka fans dislike adikan thudangiyo
not-malayalam 	 Mohanlal fans and ikka fans like here
not-malayalam 	 i cant wait i cant wait !
not-malayalam 	 Evg raja ni8 stephen big Ms rulling social media
Positive 	 Gangster vannu thakarthu ini monsterinte oozham #L
not-malayalam 	 is the #MaduraRaja Official Teaser #Raja🤩#Mammookka #April12Release
unknown_state 	 Raja recode  break chyum oorapulvar like adi
Negative 	 mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam
Negative 	 teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...
Negative 	 Trailer release aakunnathinu munnae 1.3k dislike ooo
Negative 	 Ethil vann dislike adikkunna makalkku epo thane kuru potti thudangiyalo
unknown_state 	 6:00 pm manidey teaser kand erangi ethinde comments nokkan vannavar undo
Negative 	 Ithinidakk 2 pearum dislike paniyum kashttam
Negative 	 Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...
Positive 	 Rajuettan director ayath kond ith jaikkuvairikkum
unknown_state 	 Traileril Oru kidilan surprise undakum ennu visvasikkunnavar like adii..
not-malayalam 	 Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...
Positive 	 Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi
unknown_state 	 Laaletan fans undenkil  like adikku.ikka fans comment cheyyu..aaarkanu kooduthal fans ennu nokkaamm
Positive 	 Kolla mass trailer  By lalletan fan
Positive 	 Hufff bgm.ikkka mass pakka masss
unknown_state 	 aa face koodi onn kandirinnu enkil
Positive 	 nothing but masss...making okke kidu..kadha koodi kiduvaayaal charithramaakum..
Positive 	 eante ponnu ikka mass love mammookka
